,start_date,country,region,subregion,oxford_government_response_category,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gathering,C4_Flag,C5_Closed public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income Support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
562,2020-04-15,Canada,Ontario,Ottawa,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2020-04-15,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,2020-04-15,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,2020-04-15,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,2020-04-15,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,2020-04-15,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,2020-04-15,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,2020-04-15,Canada,Ontario,Kitchener-Waterloo,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,2020-04-15,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,2020-04-15,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,2020-04-15,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,2020-04-15,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2020-04-16,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,2020-04-16,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,2020-04-16,Canada,Ontario,Ottawa,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2020-04-16,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2020-04-16,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,2020-04-16,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,2020-04-16,Canada,Ontario,Toronto,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,2020-04-16,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,2020-04-16,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,2020-04-16,Canada,Ontario,Kitchener-Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,2020-04-16,Canada,Ontario,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,2020-04-16,Canada,Ontario,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,2020-04-16,Canada,Ontario,Niagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,2020-04-17,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2020-04-17,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,2020-04-17,Canada,Ontario,Ottawa,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,2020-04-17,Canada,Ontario,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,2020-04-17,Canada,Ontario,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,2020-04-17,Canada,Ontario,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,2020-04-17,Canada,Ontario,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,2020-04-17,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,2020-04-17,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,2020-04-17,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,2020-04-17,Canada,Ontario,Kitchener-Waterloo,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2020-04-18,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2020-04-18,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,2020-04-18,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,2020-04-19,Canada,Ontario,Toronto,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2020-04-19,Canada,Ontario,Toronto,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,2020-02-28,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,2020-02-28,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,2020-03-09,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,2020-03-09,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,2020-03-10,Canada,Prince Edward Island,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,2020-03-11,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2020-03-13,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2020-03-13,Canada,Prince Edward Island,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,2020-03-13,Canada,Prince Edward Island,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,2020-03-14,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2020-03-15,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,2020-03-15,Canada,Prince Edward Island,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,2020-03-15,Canada,Prince Edward Island,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2020-03-15,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,2020-03-15,Canada,Prince Edward Island,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2020-03-15,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,2020-03-16,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,2020-03-16,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,2020-03-16,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,2020-03-17,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,2020-03-17,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,2020-03-17,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,2020-03-17,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2020-03-17,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,2020-03-17,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2020-03-17,Canada,Prince Edward Island,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,2020-03-17,Canada,Prince Edward Island,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2020-03-17,Canada,Prince Edward Island,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,2020-03-17,Canada,Prince Edward Island,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,2020-03-18,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2020-03-18,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2020-03-18,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,2020-03-19,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,2020-03-19,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2020-03-20,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2020-03-20,Canada,Prince Edward Island,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,2020-03-21,Canada,Prince Edward Island,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,2020-03-22,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2020-03-23,Canada,Prince Edward Island,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2020-03-24,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2020-03-25,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,2020-03-26,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,2020-03-27,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2020-03-27,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,2020-03-27,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2020-03-27,Canada,Prince Edward Island,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,2020-03-27,Canada,Prince Edward Island,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,2020-03-27,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,2020-03-27,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,2020-03-30,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2020-03-30,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2020-03-30,Canada,Prince Edward Island,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,2020-03-30,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,2020-03-30,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2020-03-31,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,2020-03-31,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,2020-03-31,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,2020-04-01,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,2020-04-01,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,2020-04-02,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,2020-04-02,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,2020-04-02,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,2020-04-02,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,2020-04-03,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,2020-04-03,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2020-04-06,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,2020-04-07,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,2020-04-08,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,2020-04-08,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,2020-04-08,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2020-04-09,Canada,Prince Edward Island,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,2020-04-09,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,2020-04-09,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,2020-04-09,Canada,Prince Edward Island,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,2020-04-13,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2020-04-14,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2020-04-14,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,2020-04-15,Canada,Prince Edward Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2020-04-16,Canada,Prince Edward Island,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,2020-04-16,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,2020-04-18,Canada,Prince Edward Island,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2020-02-28,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,2020-02-28,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,2020-03-03,Canada,Quebec,Montreal,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,2020-03-09,Canada,Quebec,Montreal,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2020-03-10,Canada,Quebec,Montreal,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2020-03-10,Canada,Quebec,Montreal,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2020-03-11,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2020-03-11,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2020-03-11,Canada,Quebec,Montreal,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2020-03-11,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2020-03-11,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,2020-03-11,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,2020-03-11,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,2020-03-11,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2020-03-12,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2020-03-12,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2020-03-12,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2020-03-12,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,2020-03-12,Canada,Quebec,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,2020-03-12,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,2020-03-12,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2020-03-13,Canada,Quebec,Montreal,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2020-03-13,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2020-03-13,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2020-03-13,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2020-03-13,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2020-03-13,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2020-03-13,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2020-03-13,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2020-03-13,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2020-03-13,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2020-03-13,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2020-03-13,Canada,Quebec,Montreal,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2020-03-13,Canada,Quebec,Montreal,H5_Investment in vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2020-03-13,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,2020-03-13,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2020-03-13,Canada,Quebec,Gatineau,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,2020-03-13,Canada,Quebec,Gatineau,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2020-03-13,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2020-03-13,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2020-03-13,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,2020-03-13,Canada,Quebec,Quebec City,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,2020-03-13,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,2020-03-13,Canada,Quebec,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,2020-03-13,Canada,Quebec,,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,2020-03-13,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2020-03-14,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2020-03-14,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2020-03-14,Canada,Quebec,Montreal,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,2020-03-14,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,2020-03-14,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,2020-03-14,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,2020-03-14,Canada,Quebec,Quebec City,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,2020-03-14,Canada,Quebec,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,2020-03-14,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,2020-03-14,Canada,Quebec,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2020-03-15,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2020-03-15,Canada,Quebec,Gatineau,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2020-03-15,Canada,Quebec,Quebec City,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,2020-03-15,Canada,Quebec,Quebec City,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,2020-03-15,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,2020-03-15,Canada,Quebec,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,2020-03-15,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,2020-03-15,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,2020-03-15,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,2020-03-15,Canada,Quebec,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,2020-03-15,Canada,Quebec,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,2020-03-15,Canada,Quebec,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2020-03-16,Canada,Quebec,Montreal,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2020-03-16,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2020-03-16,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,2020-03-16,Canada,Quebec,Montreal,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2020-03-16,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,2020-03-16,Canada,Quebec,Gatineau,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,2020-03-16,Canada,Quebec,Quebec City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,2020-03-16,Canada,Quebec,Quebec City,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,2020-03-16,Canada,Quebec,Quebec City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,2020-03-16,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,2020-03-16,Canada,Quebec,,C8_International travel controls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,2020-03-16,Canada,Quebec,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2020-03-17,Canada,Quebec,Montreal,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2020-03-17,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,2020-03-17,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,2020-03-17,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,2020-03-17,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,2020-03-17,Canada,Quebec,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2020-03-18,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2020-03-18,Canada,Quebec,Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,2020-03-18,Canada,Quebec,Gatineau,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,2020-03-18,Canada,Quebec,Quebec City,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,2020-03-18,Canada,Quebec,Quebec City,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,2020-03-18,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,2020-03-18,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2020-03-19,Canada,Quebec,Montreal,C1_School closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2020-03-19,Canada,Quebec,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
