,start_date,country,region,subregion,oxford_government_response_category,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gathering,C4_Flag,C5_Closed public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income Support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
714,2020-03-20,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,2020-03-20,Canada,British Columbia,Vancouver,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2020-03-20,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,2020-03-20,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,2020-03-20,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2020-03-20,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,2020-03-20,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2020-03-20,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,2020-03-20,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,2020-03-20,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,2020-03-20,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2020-03-21,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2020-03-21,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2020-03-21,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2020-03-21,Canada,British Columbia,Kelowna,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,2020-03-21,Canada,British Columbia,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2020-03-21,Canada,British Columbia,Victoria,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,2020-03-21,Canada,British Columbia,Victoria,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,2020-03-21,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,2020-03-21,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,2020-03-21,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2020-03-21,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2020-03-22,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2020-03-22,Canada,British Columbia,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,2020-03-22,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,2020-03-22,Canada,British Columbia,Vancouver,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2020-03-22,Canada,British Columbia,Vancouver,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,2020-03-22,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,2020-03-22,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,2020-03-22,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,2020-03-22,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,2020-03-22,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,2020-03-22,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,2020-03-22,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2020-03-23,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2020-03-23,Canada,British Columbia,Kelowna,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2020-03-23,Canada,British Columbia,Kelowna,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2020-03-23,Canada,British Columbia,Kelowna,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2020-03-23,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2020-03-23,Canada,British Columbia,Kelowna,H2_Testing policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2020-03-23,Canada,British Columbia,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,2020-03-23,Canada,British Columbia,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,2020-03-23,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,2020-03-23,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,2020-03-23,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2020-03-24,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2020-03-24,Canada,British Columbia,Kelowna,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2020-03-24,Canada,British Columbia,Kelowna,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2020-03-24,Canada,British Columbia,Kelowna,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2020-03-24,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2020-03-24,Canada,British Columbia,Kelowna,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2020-03-24,Canada,British Columbia,Victoria,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,2020-03-24,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,2020-03-24,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,2020-03-24,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2020-03-25,Canada,British Columbia,Kelowna,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,2020-03-25,Canada,British Columbia,,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,2020-03-25,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2020-03-26,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2020-03-26,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,2020-03-26,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,2020-03-26,Canada,British Columbia,,C7_Restrictions on internal movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,2020-03-26,Canada,British Columbia,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,2020-03-26,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,2020-03-26,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,2020-03-26,Canada,British Columbia,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,2020-03-26,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,2020-03-26,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,2020-03-26,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,2020-03-26,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,2020-03-26,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2020-03-27,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2020-03-27,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2020-03-27,Canada,British Columbia,Kelowna,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2020-03-27,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2020-03-27,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,2020-03-27,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,2020-03-27,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,2020-03-27,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,2020-03-27,Canada,British Columbia,,C4_Restrictions on gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,2020-03-27,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,2020-03-27,Canada,British Columbia,,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,2020-03-27,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2020-03-27,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2020-03-28,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2020-03-28,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2020-03-29,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2020-03-29,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,2020-03-29,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,2020-03-29,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,2020-03-29,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,2020-03-29,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2020-03-30,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2020-03-30,Canada,British Columbia,Kelowna,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2020-03-30,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2020-03-30,Canada,British Columbia,Kelowna,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2020-03-30,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2020-03-30,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2020-03-30,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2020-03-30,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,2020-03-30,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,2020-03-30,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2020-03-30,Canada,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,2020-03-30,Canada,British Columbia,Vancouver,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,2020-03-30,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,2020-03-30,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,2020-03-30,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,2020-03-30,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2020-03-31,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2020-03-31,Canada,British Columbia,Kelowna,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2020-03-31,Canada,British Columbia,Kelowna,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,2020-03-31,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,2020-03-31,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,2020-03-31,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,2020-03-31,Canada,British Columbia,,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2020-04-01,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2020-04-01,Canada,British Columbia,Kelowna,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2020-04-01,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2020-04-01,Canada,British Columbia,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,2020-04-01,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,2020-04-01,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,2020-04-01,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,2020-04-01,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,2020-04-01,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,2020-04-01,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,2020-04-01,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,2020-04-01,Canada,British Columbia,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2020-04-02,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2020-04-02,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2020-04-02,Canada,British Columbia,Kelowna,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,2020-04-02,Canada,British Columbia,Vancouver,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,2020-04-02,Canada,British Columbia,Vancouver,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,2020-04-02,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,2020-04-02,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,2020-04-02,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,2020-04-02,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,2020-04-02,Canada,British Columbia,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2020-04-02,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,2020-04-02,Canada,British Columbia,,S8 Fiscal measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,2020-04-02,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2020-04-03,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2020-04-03,Canada,British Columbia,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2020-04-03,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2020-04-03,Canada,British Columbia,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2020-04-03,Canada,British Columbia,Victoria,C2_Workplace closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,2020-04-03,Canada,British Columbia,Vancouver,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2020-04-03,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,2020-04-03,Canada,British Columbia,,H4_Emergency investment in healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2020-04-04,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2020-04-04,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2020-04-04,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2020-04-04,Canada,British Columbia,Kelowna,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,2020-04-04,Canada,British Columbia,Vancouver,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,2020-04-04,Canada,British Columbia,Vancouver,H1_Public information campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,2020-04-04,Canada,British Columbia,,H5_Investment in vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,2020-04-04,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,2020-04-04,Canada,British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2020-04-05,Canada,British Columbia,Kelowna,C3_Cancel public events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
